140829	 is similiar to	 140830	 with score	 0.924503185066 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140829&rhs=140830
140804	 is similiar to	 140805	 with score	 0.845839779543 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140804&rhs=140805
140802	 is similiar to	 140806	 with score	 0.845334694833 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140802&rhs=140806
140802	 is similiar to	 140804	 with score	 0.843700988952 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140802&rhs=140804
140742	 is similiar to	 140780	 with score	 0.84361158119 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140742&rhs=140780
140802	 is similiar to	 140805	 with score	 0.842021720674 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140802&rhs=140805
140796	 is similiar to	 140799	 with score	 0.841385167863 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140799
140798	 is similiar to	 140801	 with score	 0.841303173101 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140798&rhs=140801
140796	 is similiar to	 140800	 with score	 0.840833449672 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140800
140798	 is similiar to	 140802	 with score	 0.840228885494 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140798&rhs=140802
140798	 is similiar to	 140803	 with score	 0.840027098888 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140798&rhs=140803
140778	 is similiar to	 140780	 with score	 0.838602492535 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140780
140786	 is similiar to	 140787	 with score	 0.837201363805 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140787
140835	 is similiar to	 140838	 with score	 0.836475020488 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140835&rhs=140838
140779	 is similiar to	 140780	 with score	 0.835307577557 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140780
140796	 is similiar to	 140801	 with score	 0.834676656448 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140801
140778	 is similiar to	 140786	 with score	 0.834632648452 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140786
140778	 is similiar to	 140788	 with score	 0.834221037103 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140788
140821	 is similiar to	 140822	 with score	 0.833871401307 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140821&rhs=140822
140801	 is similiar to	 140804	 with score	 0.833700214749 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140801&rhs=140804
140822	 is similiar to	 140829	 with score	 0.833403558967 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140822&rhs=140829
140799	 is similiar to	 140801	 with score	 0.833402748866 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140799&rhs=140801
140822	 is similiar to	 140831	 with score	 0.833041154043 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140822&rhs=140831
140828	 is similiar to	 140829	 with score	 0.832794950846 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140828&rhs=140829
140739	 is similiar to	 140786	 with score	 0.832701966334 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140786
140778	 is similiar to	 140787	 with score	 0.832175370298 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140787
140797	 is similiar to	 140801	 with score	 0.831915396315 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140801
140739	 is similiar to	 140788	 with score	 0.83174281418 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140788
140797	 is similiar to	 140798	 with score	 0.831189773748 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140798
140738	 is similiar to	 140788	 with score	 0.830690066776 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140788
140822	 is similiar to	 140830	 with score	 0.830677087921 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140822&rhs=140830
140738	 is similiar to	 140786	 with score	 0.830112489818 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140786
140788	 is similiar to	 140796	 with score	 0.829485248393 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140796
140786	 is similiar to	 140796	 with score	 0.82902972019 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140796
140828	 is similiar to	 140830	 with score	 0.828301677661 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140828&rhs=140830
140739	 is similiar to	 140787	 with score	 0.828293341905 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140787
140787	 is similiar to	 140792	 with score	 0.82753569496 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140792
140779	 is similiar to	 140788	 with score	 0.827330203016 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140788
140738	 is similiar to	 140787	 with score	 0.827244960542 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140787
140798	 is similiar to	 140799	 with score	 0.827172321872 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140798&rhs=140799
140821	 is similiar to	 140823	 with score	 0.827147779758 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140821&rhs=140823
140800	 is similiar to	 140801	 with score	 0.826909776165 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140800&rhs=140801
140796	 is similiar to	 140802	 with score	 0.826757622563 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140802
140803	 is similiar to	 140804	 with score	 0.826506344682 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140803&rhs=140804
140796	 is similiar to	 140798	 with score	 0.826399387146 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140798
140797	 is similiar to	 140802	 with score	 0.826354893024 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140802
140790	 is similiar to	 140791	 with score	 0.82624668604 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140790&rhs=140791
140791	 is similiar to	 140794	 with score	 0.825603157583 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140791&rhs=140794
140796	 is similiar to	 140803	 with score	 0.825363759777 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140803
140778	 is similiar to	 140796	 with score	 0.825090219314 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140796
140780	 is similiar to	 140781	 with score	 0.824546928396 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140780&rhs=140781
140791	 is similiar to	 140792	 with score	 0.824436347319 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140791&rhs=140792
140799	 is similiar to	 140802	 with score	 0.823839812205 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140799&rhs=140802
140799	 is similiar to	 140803	 with score	 0.823635482564 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140799&rhs=140803
140787	 is similiar to	 140799	 with score	 0.822847879025 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140799
140797	 is similiar to	 140803	 with score	 0.822738234558 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140803
140787	 is similiar to	 140801	 with score	 0.822562453333 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140801
140801	 is similiar to	 140805	 with score	 0.821859314224 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140801&rhs=140805
140738	 is similiar to	 140796	 with score	 0.821843129592 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140796
140826	 is similiar to	 140829	 with score	 0.821497845729 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140826&rhs=140829
140800	 is similiar to	 140803	 with score	 0.821476322107 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140800&rhs=140803
140798	 is similiar to	 140800	 with score	 0.821229159076 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140798&rhs=140800
140778	 is similiar to	 140781	 with score	 0.82095626316 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140781
140739	 is similiar to	 140774	 with score	 0.81992066025 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140774
140798	 is similiar to	 140807	 with score	 0.819810086367 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140798&rhs=140807
140778	 is similiar to	 140829	 with score	 0.819778432365 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140829
140739	 is similiar to	 140796	 with score	 0.819663378563 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140796
140781	 is similiar to	 140786	 with score	 0.81898949691 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140781&rhs=140786
140792	 is similiar to	 140796	 with score	 0.818688559486 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140792&rhs=140796
140752	 is similiar to	 140753	 with score	 0.817955207163 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140752&rhs=140753
140738	 is similiar to	 140774	 with score	 0.817806958634 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140774
140800	 is similiar to	 140802	 with score	 0.817659138866 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140800&rhs=140802
140778	 is similiar to	 140830	 with score	 0.817591102709 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140830
140821	 is similiar to	 140830	 with score	 0.81740660054 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140821&rhs=140830
140738	 is similiar to	 140830	 with score	 0.817302277828 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140830
140788	 is similiar to	 140792	 with score	 0.817178851818 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140792
140803	 is similiar to	 140806	 with score	 0.816917128473 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140803&rhs=140806
140742	 is similiar to	 140778	 with score	 0.816604172979 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140742&rhs=140778
140778	 is similiar to	 140823	 with score	 0.816532710602 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140823
140779	 is similiar to	 140786	 with score	 0.816501120643 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140786
140821	 is similiar to	 140829	 with score	 0.81638307657 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140821&rhs=140829
140786	 is similiar to	 140801	 with score	 0.816302472281 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140801
140738	 is similiar to	 140829	 with score	 0.816239989568 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140829
140742	 is similiar to	 140779	 with score	 0.815934594786 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140742&rhs=140779
140738	 is similiar to	 140779	 with score	 0.815815657729 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140779
140788	 is similiar to	 140799	 with score	 0.815621249872 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140799
140739	 is similiar to	 140779	 with score	 0.815535794863 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140779
140739	 is similiar to	 140830	 with score	 0.815364445918 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140830
140791	 is similiar to	 140796	 with score	 0.814743166831 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140791&rhs=140796
140788	 is similiar to	 140800	 with score	 0.814308954481 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140800
140739	 is similiar to	 140829	 with score	 0.814305399368 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140829
140787	 is similiar to	 140800	 with score	 0.814245466096 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140800
140786	 is similiar to	 140792	 with score	 0.814239675044 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140792
140739	 is similiar to	 140781	 with score	 0.814219827786 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140781
140796	 is similiar to	 140830	 with score	 0.814112608067 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140830
140801	 is similiar to	 140806	 with score	 0.813785516585 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140801&rhs=140806
140779	 is similiar to	 140787	 with score	 0.8137532923 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140787
140797	 is similiar to	 140799	 with score	 0.813580585858 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140799
140778	 is similiar to	 140792	 with score	 0.813255925057 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140792
140738	 is similiar to	 140781	 with score	 0.813188820971 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140781
140821	 is similiar to	 140831	 with score	 0.81238961582 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140821&rhs=140831
140796	 is similiar to	 140829	 with score	 0.812263952145 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140829
140779	 is similiar to	 140781	 with score	 0.811588868411 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140781
140796	 is similiar to	 140807	 with score	 0.811576569262 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140807
140774	 is similiar to	 140778	 with score	 0.811235859756 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140774&rhs=140778
140827	 is similiar to	 140830	 with score	 0.811189782241 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140827&rhs=140830
140738	 is similiar to	 140823	 with score	 0.811142340686 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140823
140787	 is similiar to	 140802	 with score	 0.810985260546 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140802
140797	 is similiar to	 140800	 with score	 0.810938840413 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140800
140788	 is similiar to	 140801	 with score	 0.810669023074 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140801
140787	 is similiar to	 140794	 with score	 0.810632693559 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140794
140739	 is similiar to	 140823	 with score	 0.810609879055 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140823
140738	 is similiar to	 140792	 with score	 0.810438686793 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140792
140787	 is similiar to	 140798	 with score	 0.810263261416 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140798
140799	 is similiar to	 140807	 with score	 0.810119136982 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140799&rhs=140807
140817	 is similiar to	 140818	 with score	 0.810100021707 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140817&rhs=140818
140826	 is similiar to	 140830	 with score	 0.809935620025 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140826&rhs=140830
140739	 is similiar to	 140792	 with score	 0.809906687064 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140792
140787	 is similiar to	 140791	 with score	 0.809789378116 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140791
140793	 is similiar to	 140796	 with score	 0.809478441653 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140793&rhs=140796
140792	 is similiar to	 140801	 with score	 0.809412209559 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140792&rhs=140801
140778	 is similiar to	 140822	 with score	 0.809015937856 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140822
140781	 is similiar to	 140788	 with score	 0.808762800293 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140781&rhs=140788
140787	 is similiar to	 140803	 with score	 0.808736442378 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140803
140790	 is similiar to	 140796	 with score	 0.808684475665 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140790&rhs=140796
140786	 is similiar to	 140799	 with score	 0.80861839284 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140799
140778	 is similiar to	 140801	 with score	 0.807993934788 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140801
140779	 is similiar to	 140796	 with score	 0.807163021399 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140796
140787	 is similiar to	 140790	 with score	 0.806982485459 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140790
140787	 is similiar to	 140797	 with score	 0.806393781471 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140797
140763	 is similiar to	 140765	 with score	 0.806366738603 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140763&rhs=140765
140786	 is similiar to	 140800	 with score	 0.806076647242 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140800
140789	 is similiar to	 140792	 with score	 0.805554747363 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140789&rhs=140792
140738	 is similiar to	 140822	 with score	 0.805461984368 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140822
140800	 is similiar to	 140807	 with score	 0.805297661946 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140800&rhs=140807
140827	 is similiar to	 140829	 with score	 0.805101581805 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140827&rhs=140829
140796	 is similiar to	 140797	 with score	 0.804999650002 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140796&rhs=140797
140739	 is similiar to	 140822	 with score	 0.804933251517 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140822
140787	 is similiar to	 140793	 with score	 0.804742101977 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140793
140739	 is similiar to	 140763	 with score	 0.804191947346 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140763
140738	 is similiar to	 140801	 with score	 0.804117730774 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140801
140778	 is similiar to	 140790	 with score	 0.803907489324 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140790
140790	 is similiar to	 140804	 with score	 0.803886324876 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140790&rhs=140804
140779	 is similiar to	 140830	 with score	 0.803755674626 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140830
140786	 is similiar to	 140797	 with score	 0.8037222235 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140797
140788	 is similiar to	 140790	 with score	 0.803655852441 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140790
140739	 is similiar to	 140801	 with score	 0.803589880337 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140801
140786	 is similiar to	 140830	 with score	 0.803432882381 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140830
140786	 is similiar to	 140829	 with score	 0.803391790129 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140829
140786	 is similiar to	 140798	 with score	 0.803296100576 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140798
140738	 is similiar to	 140780	 with score	 0.803199196825 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140780
140779	 is similiar to	 140829	 with score	 0.802964449717 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140829
140739	 is similiar to	 140780	 with score	 0.802923661995 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140780
140797	 is similiar to	 140807	 with score	 0.802468873436 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140797&rhs=140807
140794	 is similiar to	 140796	 with score	 0.802348436662 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140794&rhs=140796
140787	 is similiar to	 140830	 with score	 0.801958457046 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140830
140738	 is similiar to	 140771	 with score	 0.801736600218 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140771
140779	 is similiar to	 140823	 with score	 0.801727661375 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140779&rhs=140823
140787	 is similiar to	 140823	 with score	 0.80140941529 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140823
140739	 is similiar to	 140773	 with score	 0.801264591268 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140773
140787	 is similiar to	 140829	 with score	 0.801197571613 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140787&rhs=140829
140781	 is similiar to	 140787	 with score	 0.801038531392 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140781&rhs=140787
140738	 is similiar to	 140835	 with score	 0.800934266785 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140738&rhs=140835
140778	 is similiar to	 140838	 with score	 0.800509384786 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140838
140786	 is similiar to	 140802	 with score	 0.800468120308 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140802
140739	 is similiar to	 140835	 with score	 0.800408506084 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140739&rhs=140835
140786	 is similiar to	 140790	 with score	 0.800307350515 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140786&rhs=140790
140788	 is similiar to	 140830	 with score	 0.799969200008 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140788&rhs=140830
140778	 is similiar to	 140799	 with score	 0.799805882657 	http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=140778&rhs=140799
